timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1529993197677,3403,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-2373,text,false,,2131,0,4762,4762,0,0,3403
1529993197540,3540,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-1185,text,false,,2131,0,4761,4761,0,0,3540
1529993197673,3379,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-1483,text,false,,2131,0,4754,4754,0,0,3379
1529993197706,3651,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-2659,text,false,,2131,0,4748,4748,0,0,3651
1529993197752,3605,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-1643,text,false,,2131,0,4748,4748,0,0,3605
1529993197920,3437,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-1234,text,false,,2131,0,4748,4748,0,0,3437
1529993197655,3702,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-1632,text,false,,2131,0,4746,4746,0,0,3702
1529993197697,3661,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-2717,text,false,,2131,0,4745,4745,0,0,3661
1529993197782,3577,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-2497,text,false,,2131,0,4743,4743,0,0,3577
1529993197652,3707,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-1873,text,false,,2131,0,4743,4743,0,0,3707
1529993197780,3579,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-1263,text,false,,2131,0,4742,4742,0,0,3579
1529993197665,3694,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-2335,text,false,,2131,0,4742,4742,0,0,3694
1529993197711,3649,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-1061,text,false,,2131,0,4739,4739,0,0,3649
1529993197766,3594,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-1615,text,false,,2131,0,4739,4739,0,0,3594
1529993197881,3479,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-1343,text,false,,2131,0,4739,4739,0,0,3479
1529993197737,3624,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-1257,text,false,,2131,0,4736,4736,0,0,3624
1529993197712,3649,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-1646,text,false,,2131,0,4736,4736,0,0,3649
1529993197793,3568,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-2416,text,false,,2131,0,4736,4736,0,0,3568
1529993197977,3385,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-4408,text,false,,2131,0,4735,4735,0,0,3385
1529993197639,3723,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-1098,text,false,,2131,0,4733,4733,0,0,3723
1529993197896,3467,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-1382,text,false,,2131,0,4731,4731,0,0,3467
1529993197751,3612,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-2611,text,false,,2131,0,4731,4731,0,0,3612
1529993197740,3624,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-1224,text,false,,2131,0,4730,4730,0,0,3624
1529993197729,3634,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-1733,text,false,,2131,0,4730,4730,0,0,3634
1529993197782,3583,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-2496,text,false,,2131,0,4728,4728,0,0,3583
1529993197847,3518,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-1885,text,false,,2131,0,4727,4727,0,0,3518
1529993198014,3352,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-4323,text,false,,2131,0,4725,4725,0,0,3352
1529993197722,3644,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-1702,text,false,,2131,0,4725,4725,0,0,3644
1529993197906,3461,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-1199,text,false,,2131,0,4724,4724,0,0,3461
1529993197835,3533,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-1297,text,false,,2131,0,4722,4722,0,0,3533
1529993197805,3563,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-1274,text,false,,2131,0,4721,4721,0,0,3563
1529993198003,3365,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-4367,text,false,,2131,0,4721,4721,0,0,3365
1529993197784,3584,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-2478,text,false,,2131,0,4719,4719,0,0,3584
1529993197778,3591,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-2515,text,false,,2131,0,4718,4718,0,0,3591
1529993197801,3568,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-1268,text,false,,2131,0,4718,4718,0,0,3568
1529993197947,3422,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-3327,text,false,,2131,0,4717,4717,0,0,3422
1529993197821,3549,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-1290,text,false,,2131,0,4715,4715,0,0,3549
1529993197965,3405,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-4430,text,false,,2131,0,4714,4714,0,0,3405
1529993197767,3603,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-1612,text,false,,2131,0,4713,4713,0,0,3603
1529993197982,3389,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-4399,text,false,,2131,0,4712,4712,0,0,3389
1529993197728,3643,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-2689,text,false,,2131,0,4711,4711,0,0,3643
1529993197896,3475,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-1387,text,false,,2131,0,4710,4710,0,0,3475
1529993198026,3346,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-3417,text,false,,2131,0,4709,4709,0,0,3346
1529993197982,3390,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-4397,text,false,,2131,0,4709,4709,0,0,3390
1529993197749,3623,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-2639,text,false,,2131,0,4708,4708,0,0,3623
1529993197969,3403,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-3276,text,false,,2131,0,4708,4708,0,0,3403
1529993197915,3457,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-1196,text,false,,2131,0,4707,4707,0,0,3457
1529993197791,3582,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-2410,text,false,,2131,0,4704,4704,0,0,3582
1529993197755,3618,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-2615,text,false,,2131,0,4703,4703,0,0,3618
1529993197785,3589,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-2471,text,false,,2131,0,4702,4702,0,0,3589
1529993197796,3578,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-2439,text,false,,2131,0,4702,4702,0,0,3578
1529993197732,3642,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-1743,text,false,,2131,0,4701,4701,0,0,3642
1529993197967,3408,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-3279,text,false,,2131,0,4700,4700,0,0,3408
1529993197791,3584,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-2415,text,false,,2131,0,4698,4698,0,0,3584
1529993197953,3448,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-4462,text,false,,2131,0,4698,4698,0,0,3448
1529993197905,3491,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-1462,text,false,,2131,0,4698,4698,0,0,3491
1529993197854,3542,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-1250,text,false,,2131,0,4698,4698,0,0,3542
1529993197829,3567,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-1294,text,false,,2131,0,4698,4698,0,0,3567
1529993197920,3476,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-1512,text,false,,2131,0,4698,4698,0,0,3476
1529993197972,3424,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-4412,text,false,,2131,0,4698,4698,0,0,3424
1529993198017,3379,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-3389,text,false,,2131,0,4698,4698,0,0,3379
1529993197986,3410,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-4391,text,false,,2131,0,4698,4698,0,0,3410
1529993197998,3398,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-4373,text,false,,2131,0,4698,4698,0,0,3398
1529993197963,3433,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-4442,text,false,,2131,0,4698,4698,0,0,3433
1529993197917,3479,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-1197,text,false,,2131,0,4698,4698,0,0,3479
1529993197931,3464,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-4320,text,false,,2131,0,4698,4698,0,0,3464
1529993197892,3503,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-1358,text,false,,2131,0,4698,4698,0,0,3503
1529993197970,3425,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-3273,text,false,,2131,0,4698,4698,0,0,3425
1529993198005,3390,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-4364,text,false,,2131,0,4698,4698,0,0,3390
1529993197720,3669,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-1705,text,false,,2131,0,4698,4698,0,0,3669
1529993197894,3495,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-1362,text,false,,2131,0,4698,4698,0,0,3495
1529993197989,3400,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-4390,text,false,,2131,0,4698,4698,0,0,3400
1529993197748,3641,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-1673,text,false,,2131,0,4698,4698,0,0,3641
1529993197751,3637,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-2634,text,false,,2131,0,4698,4698,0,0,3637
1529993197789,3599,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-2405,text,false,,2131,0,4698,4698,0,0,3599
1529993197777,3611,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-2523,text,false,,2131,0,4698,4698,0,0,3611
1529993197897,3491,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-1399,text,false,,2131,0,4698,4698,0,0,3491
1529993197899,3489,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-1238,text,false,,2131,0,4698,4698,0,0,3489
1529993197771,3617,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-2548,text,false,,2131,0,4698,4698,0,0,3617
1529993197656,3732,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-1939,text,false,,2131,0,4698,4698,0,0,3732
1529993197746,3642,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-1685,text,false,,2131,0,4698,4698,0,0,3642
1529993197662,3726,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-2274,text,false,,2131,0,4698,4698,0,0,3726
1529993197930,3457,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-4342,text,false,,2131,0,4698,4698,0,0,3457
1529993198019,3368,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-4545,text,false,,2131,0,4698,4698,0,0,3368
1529993197743,3644,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-1658,text,false,,2131,0,4698,4698,0,0,3644
1529993197928,3459,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-3243,text,false,,2131,0,4698,4698,0,0,3459
1529993197825,3562,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-1288,text,false,,2131,0,4698,4698,0,0,3562
1529993197899,3488,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-1418,text,false,,2131,0,4698,4698,0,0,3488
1529993197724,3663,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-1774,text,false,,2131,0,4698,4698,0,0,3663
1529993197781,3606,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-2500,text,false,,2131,0,4698,4698,0,0,3606
1529993197751,3636,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-1659,text,false,,2131,0,4698,4698,0,0,3636
1529993197770,3616,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-2557,text,false,,2131,0,4698,4698,0,0,3616
1529993198030,3356,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-4600,text,false,,2131,0,4698,4698,0,0,3356
1529993197727,3659,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-1798,text,false,,2131,0,4698,4698,0,0,3659
1529993197783,3603,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-2486,text,false,,2131,0,4698,4698,0,0,3603
1529993197793,3593,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-2424,text,false,,2131,0,4698,4698,0,0,3593
1529993197714,3672,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-1662,text,false,,2131,0,4698,4698,0,0,3672
1529993197764,3622,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-2585,text,false,,2131,0,4698,4698,0,0,3622
1529993197828,3557,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-1293,text,false,,2131,0,4698,4698,0,0,3557
1529993197931,3454,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-4319,text,false,,2131,0,4698,4698,0,0,3454
1529993197777,3608,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-2521,text,false,,2131,0,4698,4698,0,0,3608
1529993197965,3420,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-3285,text,false,,2131,0,4698,4698,0,0,3420
1529993198026,3359,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-4570,text,false,,2131,0,4698,4698,0,0,3359
1529993197999,3386,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-3234,text,false,,2131,0,4698,4698,0,0,3386
1529993197733,3652,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-1817,text,false,,2131,0,4698,4698,0,0,3652
1529993197791,3593,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-2409,text,false,,2131,0,4698,4698,0,0,3593
1529993197806,3578,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-1219,text,false,,2131,0,4698,4698,0,0,3578
1529993197949,3435,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-4483,text,false,,2131,0,4698,4698,0,0,3435
1529993197750,3634,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-2631,text,false,,2131,0,4698,4698,0,0,3634
1529993197730,3654,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-1805,text,false,,2131,0,4698,4698,0,0,3654
1529993197685,3699,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-1744,text,false,,2131,0,4698,4698,0,0,3699
1529993197784,3599,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-2482,text,false,,2131,0,4698,4698,0,0,3599
1529993197777,3606,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-2524,text,false,,2131,0,4698,4698,0,0,3606
1529993197797,3586,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-2447,text,false,,2131,0,4698,4698,0,0,3586
1529993197793,3590,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-2421,text,false,,2131,0,4698,4698,0,0,3590
1529993197745,3638,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-2669,text,false,,2131,0,4698,4698,0,0,3638
1529993197734,3649,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-1856,text,false,,2131,0,4698,4698,0,0,3649
1529993197786,3597,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-2468,text,false,,2131,0,4698,4698,0,0,3597
1529993197781,3777,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-2498,text,false,,2131,0,4621,4621,0,0,3777
1529993197797,3761,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-2449,text,false,,2131,0,4621,4621,0,0,3761
1529993197670,3888,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-1516,text,false,,2131,0,4619,4619,0,0,3888
1529993197822,3736,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-1837,text,false,,2131,0,4618,4618,0,0,3736
1529993198013,3546,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-4327,text,false,,2131,0,4618,4618,0,0,3546
1529993197889,3670,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-1355,text,false,,2131,0,4616,4616,0,0,3670
1529993197831,3728,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-1291,text,false,,2131,0,4616,4616,0,0,3728
1529993197673,3886,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-1484,text,false,,2131,0,4615,4615,0,0,3886
1529993197731,3828,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-1745,text,false,,2131,0,4614,4614,0,0,3828
1529993197664,3896,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-2251,text,false,,2131,0,4613,4613,0,0,3896
1529993197741,3819,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-1697,text,false,,2131,0,4612,4612,0,0,3819
1529993197985,3575,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused: connect,Thread Group 1-4395,text,false,,2131,0,4612,4612,0,0,3575
